VS2,VSe2,VTe2,MoS2,MoSe2,MoTe2,TiS2,TiSe2,TiTe2,WS2,WSe2,WTe2,ScS2,ScSe2,ScTe2,NiS2,NiSe2,NiTe2,V,Mo,Ti,W,Sc,Ni,S2,Se2,Te2,AvgFormE,AvgMass,AvgRadius,AvgElecNeg,WeightDif,Formation E
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,2,0,8,16,0,4,-0.3698,62.01946668,117.0002,2.32214,34.80799996,0.43490598
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,9,18,0,2,-0.4034,51.47856667,114.3336,2.33907,222.0923333,0.74050371
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,9,0,20,0,-0.2858,71.9533,121.667,2.3267,580.277,0.48213302
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,8,0,20,0,-0.3296,71.69493334,121.667,2.3174,438.4373334,0.38232103
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,7,0,20,0,-0.3734,71.43656667,121.667,2.3081,296.5976667,0.28947808
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,6,0,20,0,-0.4172,71.1782,121.667,2.2988,154.758,0.18043219
0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,0,20,0,-0.461,70.91983333,121.667,2.2895,12.91833335,0.09649642
0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,4,0,20,0,-0.5048,70.66146667,121.667,2.2802,128.9213333,-0.04936958
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,2,0,20,0,-0.5924,70.14473333,121.667,2.2616,412.6006667,-0.30811771
0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,1,0,20,0,-0.6362,69.88636667,121.667,2.2523,554.4403333,-0.11358053
0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,18,2,0,-1.3847,40.5589,114.1664,2.234,266.333,0.04517478
0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,16,4,0,-1.3064,43.7888,114.9998,2.235,159.376,-0.00913261
0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,14,6,0,-1.2281,47.0187,115.8332,2.236,52.419,-0.03439362
0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,12,8,0,-1.1498,50.2486,116.6666,2.237,54.538,-0.06427951
0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,10,10,0,-1.0715,53.4785,117.5,2.238,161.495,-0.09400788
0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,8,12,0,-0.9932,56.7084,118.3334,2.239,268.452,-0.12251226
0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,6,14,0,-0.9149,59.9383,119.1668,2.24,375.409,-0.1523116
0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,4,16,0,-0.8366,63.1682,120.0002,2.241,482.366,-0.18106722
0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,2,18,0,-0.7583,66.3981,120.8336,2.242,589.323,-0.22262589
0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,10,0,-1.2905,52.966,118.333,2.223,156.37,-0.06110521
0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,8,0,-1.325,49.8386,117.333,2.225,50.438,-0.03615308
0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,14,6,0,-1.3595,46.7112,116.333,2.227,55.494,-0.01975596
0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,16,4,0,-1.394,43.5838,115.333,2.229,161.426,-0.01256029
0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,18,2,0,-1.4285,40.4564,114.333,2.231,267.358,-0.01192943
0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,18,0,-1.1525,65.4756,122.333,2.215,580.098,-0.24599355
0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,16,0,-1.187,62.3482,121.333,2.217,474.166,-0.18839611
0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,14,0,-1.2215,59.2208,120.333,2.219,368.234,-0.13750633
0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,12,0,-1.256,56.0934,119.333,2.221,262.302,-0.09509365
0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,0,0,18,2,0,-1.372,44.98883333,114.1664,2.25837,222.0336667,0.11663419
0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,8,2,0,0,16,4,0,-1.281,52.64866666,114.9998,2.28374,70.7773334,-0.06203338
0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,0,0,14,6,0,-1.19,60.30849999,115.8332,2.30911,80.4789999,-0.01423869
0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,6,4,0,0,12,8,0,-1.099,67.96833332,116.6666,2.33448,231.7353332,-0.04924938
0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5,0,0,10,10,0,-1.008,75.62816665,117.5,2.35985,382.9916665,-0.07784382
0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,6,0,0,8,12,0,-0.917,83.28799998,118.3334,2.38522,534.2479998,-0.10509417
0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,7,0,0,6,14,0,-0.826,90.94783331,119.1668,2.41059,685.5043331,-0.13143645
0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,2,8,0,0,4,16,0,-0.735,98.60766664,120.0002,2.43596,836.7606664,-0.16414401
0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,9,0,0,2,18,0,-0.644,106.2675,120.8336,2.46133,988.0169997,-0.21990546
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,8,20,0,0,-0.56,43.42146667,112.3336,2.3728,220.788,1.71094072
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,7,20,0,0,-0.6215,44.66336667,112.6669,2.3812,126.4936667,1.68230049
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,6,20,0,0,-0.683,45.90526667,113.0002,2.3896,32.19933334,1.61749782
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,20,0,0,-0.7445,47.14716667,113.3335,2.398,62.095,1.66839704
0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,4,20,0,0,-0.806,48.38906667,113.6668,2.4064,156.3893333,1.44011015
0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,3,20,0,0,-0.8675,49.63096667,114.0001,2.4148,250.6836667,1.24773394
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,2,20,0,0,-0.929,50.87286667,114.3334,2.4232,344.978,0.77234543
0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,1,20,0,0,-0.9905,52.11476667,114.6667,2.4316,439.2723334,1.3814201
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,1,0,9,20,0,0,-0.4938,45.10923334,111.667,2.371,285.7856667,1.59864872
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,2,0,8,20,0,0,-0.5506,49.2808,111.667,2.386,162.1946667,1.76681091
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,9,18,2,0,-0.4603,45.30696667,113.0003,2.3624,283.8083334,0.80371303
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,8,16,4,0,-0.4836,49.67626667,114.3336,2.3688,158.24,0.26673354
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,7,14,6,0,-0.5069,54.04556667,115.6669,2.3752,32.67166668,-0.2958764
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,6,12,8,0,-0.5302,58.41486667,117.0002,2.3816,92.89666666,-0.90551493
0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,10,10,0,-0.5535,62.78416667,118.3335,2.388,218.465,-1.5357777
0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,4,8,12,0,-0.5768,67.15346667,119.6668,2.3944,344.0333333,-2.17891544
0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,3,6,14,0,-0.6001,71.52276667,121.0001,2.4008,469.6016667,-2.5686355
0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,2,4,16,0,-0.6234,75.89206667,122.3334,2.4072,595.17,-3.48939617
0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,1,2,18,0,-0.6467,80.26136667,123.6667,2.4136,720.7383334,-3.75264464
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,9,2,18,0,-0.3641,68.7234,120.8336,2.3257,612.576,0.29088809
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,8,4,16,0,-0.4862,65.23513334,120.0002,2.3154,503.0353334,0.15925784
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,7,6,14,0,-0.6083,61.74686667,119.1668,2.3051,393.4946667,0.0633105
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,6,8,12,0,-0.7304,58.2586,118.3334,2.2948,283.954,-0.01286902
0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,10,10,0,-0.8525,54.77033334,117.5,2.2845,174.4133334,-0.08938981
0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,4,12,8,0,-0.9746,51.28206667,116.6666,2.2742,64.87266668,-0.18229331
0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,3,14,6,0,-1.0967,47.7938,115.8332,2.2639,44.66799999,-0.28846846
0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,2,16,4,0,-1.2188,44.30553333,114.9998,2.2536,154.2086667,-0.37742245
0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,1,18,2,0,-1.3409,40.81726667,114.1664,2.2433,263.7493333,-0.03544542
0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,20,0,-0.6583,87.56033333,124.6667,2.42667,647.7486667,-4.52273486
0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,2,0,0,0,20,0,-0.6466,90.49,124.3334,2.43334,449.1906668,-4.05331389
0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,3,0,0,0,20,0,-0.6349,93.41966666,124.0001,2.44001,250.6326668,-3.58583851
0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,4,0,0,0,20,0,-0.6232,96.34933332,123.6668,2.44668,52.07466682,-3.11826609
0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,5,0,0,0,20,0,-0.6115,99.27899999,123.3335,2.45335,146.4833332,-2.6508294
0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,6,0,0,0,20,0,-0.5998,102.2086666,123.0002,2.46002,345.0413331,-2.18355739
0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,7,0,0,0,20,0,-0.5881,105.1383333,122.6669,2.46669,543.5993331,-1.71610665
0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,8,0,0,0,20,0,-0.5764,108.068,122.3336,2.47336,742.1573331,-1.24876058
0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,9,0,0,0,20,0,-0.5647,110.9976666,122.0003,2.48003,940.715333,-0.78313007
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,1,9,0,2,18,-0.3088,100.9311667,137.4997,2.0477,874.0463333,0.17407581
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,2,8,0,4,16,-0.3926,97.23133333,136.6664,2.0594,701.7826667,-0.29057858
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,7,0,6,14,-0.4764,93.5315,135.8331,2.0711,529.519,-1.28404624
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,4,6,0,8,12,-0.5602,89.83166667,134.9998,2.0828,357.2553333,-1.55418725
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,5,0,10,10,-0.644,86.13183333,134.1665,2.0945,184.9916666,-2.75126959
0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,6,4,0,12,8,-0.7278,82.432,133.3332,2.1062,12.72799998,-1.70292462
0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,7,3,0,14,6,-0.8116,78.73216667,132.4999,2.1179,159.5356667,-1.04806737
0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,8,2,0,16,4,-0.8954,75.03233334,131.6666,2.1296,331.7993334,-1.42401755
0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,9,1,0,18,2,-0.9792,71.3325,130.8333,2.1413,504.063,-2.34533574
0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,2,18,-0.3557,112.2053,139.8336,2.1293,984.847,0.13198481
0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,4,16,-0.4404,107.3606,138.0002,2.1386,799.194,0.10386232
0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,6,14,-0.5251,102.5159,136.1668,2.1479,613.541,0.06987127
0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,8,12,-0.6098,97.6712,134.3334,2.1572,427.888,0.04023341
0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,10,10,-0.6945,92.8265,132.5,2.1665,242.235,0.00996606
0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,12,8,-0.7792,87.9818,130.6666,2.1758,56.582,-0.02075173
0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,14,6,-0.8639,83.1371,128.8332,2.1851,129.071,-0.05097283
0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,16,4,-0.9486,78.2924,126.9998,2.1944,314.724,-0.14383264
0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,18,2,-1.0333,73.4477,125.1664,2.2037,500.377,-0.01190026
0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,1,0,0,2,18,0,-0.7125,70.93053333,120.667,2.2693,543.9986667,0.08338349
0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,2,0,0,4,16,0,-0.745,72.23306667,119.667,2.2956,391.7173333,0.14900875
0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,3,0,0,6,14,0,-0.7775,73.5356,118.667,2.3219,239.436,0.22041061
0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,4,0,0,8,12,0,-0.81,74.83813333,117.667,2.3482,87.15466668,0.26503361
0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,10,10,0,-0.8425,76.14066667,116.667,2.3745,65.12666665,0.2958584
0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,6,0,0,12,8,0,-0.875,77.4432,115.667,2.4008,217.408,0.31221652
0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,7,0,0,14,6,0,-0.9075,78.74573333,114.667,2.4271,369.6893333,0.3236745
0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,8,0,0,16,4,0,-0.94,80.04826666,113.667,2.4534,521.9706666,0.31741081
0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,9,0,0,18,2,0,-0.9725,81.3508,112.667,2.4797,674.252,0.29957968
0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,10,0,0,10,10,-1.043,83.84233334,138.3335,2.003,162.0966667,-3.1787731
0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,10,0,0,12,8,-1.047,80.6004,136.6668,2.033,5.58800002,-3.31502336
0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,10,0,0,14,6,-1.051,77.35846667,135.0001,2.063,173.2726667,-2.57282583
0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,10,0,0,16,4,-1.055,74.11653334,133.3334,2.093,340.9573334,-5.45836288
0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,10,0,0,18,2,-1.059,70.8746,131.6667,2.123,508.642,-5.06373396
0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,10,0,0,2,18,-1.027,96.81006667,145.0003,1.883,832.8353333,-2.72668291
0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,10,0,0,4,16,-1.031,93.56813333,143.3336,1.913,665.1506667,-2.73471134
0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,10,0,0,6,14,-1.035,90.3262,141.6669,1.943,497.466,-2.25093387
0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,10,0,0,8,12,-1.039,87.08426667,140.0002,1.973,329.7813333,-2.41501672
0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,0,-0.861,68.99366667,120,2.43,156.37,-2.38660726
0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,8,0,-0.8992,65.86626667,119,2.432,18.38266666,-1.89371962
0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,14,6,0,-0.9374,62.73886667,118,2.434,119.6046667,-1.41194349
0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,16,4,0,-0.9756,59.61146667,117,2.436,257.592,-0.94116574
0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,18,2,0,-1.0138,56.48406667,116,2.438,395.5793334,-0.48088498
0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,18,0,-0.7082,81.50326667,124,2.422,708.3193334,-4.46285134
0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,16,0,-0.7464,78.37586667,123,2.424,570.332,-3.929708
0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,14,0,-0.7846,75.24846667,122,2.426,432.3446667,-3.40471187
0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,12,0,-0.8228,72.12106667,121,2.428,294.3573333,-2.89024467
0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,9,1,0,0,20,0,0,-1.4172,41.86143333,113.1664,2.2603,253.3076667,0.44579177
0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,8,2,0,0,20,0,0,-1.3714,46.39386667,112.9998,2.2876,133.3253333,0.38273771
0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,0,0,20,0,0,-1.3256,50.9263,112.8332,2.3149,13.34300001,0.48366244
0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,6,4,0,0,20,0,0,-1.2798,55.45873333,112.6666,2.3422,106.6393333,0.50106303
0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,20,0,0,-1.234,59.99116666,112.5,2.3695,226.6216666,0.50704408
0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,4,6,0,0,20,0,0,-1.1882,64.5236,112.3334,2.3968,346.604,0.49666883
0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,3,7,0,0,20,0,0,-1.1424,69.05603333,112.1668,2.4241,466.5863333,0.47900696
0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,2,8,0,0,20,0,0,-1.0966,73.58846666,112.0002,2.4514,586.5686666,0.43804026
0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,1,9,0,0,20,0,0,-1.0508,78.1209,111.8336,2.4787,706.551,0.35871233
0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,2,0,18,-0.4271,95.57549997,135.833,1.972,881.0969997,0.02277248
0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,4,0,16,-0.5422,89.10366664,133.333,2.001,741.7206664,0.1105029
0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,6,0,14,-0.6573,82.63183331,130.833,2.03,602.3443331,0.15401902
0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,8,0,12,-0.7724,76.15999998,128.333,2.059,462.9679998,0.16004851
0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,10,0,10,-0.8875,69.68816665,125.833,2.088,323.5916665,0.21716205
0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,12,0,8,-1.0026,63.21633332,123.333,2.117,184.2153332,0.1104766
0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,14,0,6,-1.1177,56.74449999,120.833,2.146,44.8389999,0.05877078
0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,16,0,4,-1.2328,50.27266666,118.333,2.175,94.5373334,0.00225607
0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,18,0,2,-1.3479,43.80083333,115.833,2.204,233.9136667,-0.02248373
0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,9,0,2,18,0,-1.103,64.6023,128.3333,2.161,571.365,-2.14251781
0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,8,0,4,16,0,-1.143,61.57193334,126.6666,2.169,466.4033334,-1.78372358
0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,7,0,6,14,0,-1.183,58.54156667,124.9999,2.177,361.4416667,-3.22647543
0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,6,0,8,12,0,-1.223,55.5112,123.3332,2.185,256.48,-1.18181623
0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,5,0,10,10,0,-1.263,52.48083334,121.6665,2.193,151.5183334,-0.92882031
0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,4,0,12,8,0,-1.303,49.45046667,119.9998,2.201,46.55666668,-0.70069384
0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,3,0,14,6,0,-1.343,46.4201,118.3331,2.209,58.40499999,-0.48635456
0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,2,0,16,4,0,-1.383,43.38973333,116.6664,2.217,163.3666667,-0.32416511
0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,1,0,18,2,0,-1.423,40.35936667,114.9997,2.225,268.3283333,-0.156968
0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,1,0,0,2,18,-0.3871,98.60586664,137.4997,1.964,850.793333,-0.25337252
0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,2,0,0,4,16,-0.4622,95.16439997,136.6664,1.985,681.1133331,-0.5959721
0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,6,14,-0.5373,91.72293331,135.8331,2.006,511.4333331,-0.72994422
0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,4,0,0,8,12,-0.6124,88.28146665,134.9998,2.027,341.7533331,-1.72363643
0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,10,10,-0.6875,84.83999998,134.1665,2.048,172.0733332,-1.86361018
0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,6,0,0,12,8,-0.7626,81.39853332,133.3332,2.069,2.39333318,-2.05719843
0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,7,0,0,14,6,-0.8377,77.95706666,132.4999,2.09,167.2866668,-1.29853444
0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,8,0,0,16,4,-0.9128,74.5156,131.6666,2.111,336.9666668,-1.67898426
0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,9,0,0,18,2,-0.9879,71.07413333,130.8333,2.132,506.6466667,-2.06869828
0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,2,0,18,-0.3902,109.0779,138.8336,2.1313,1016.121,0.08520573
0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,4,0,16,-0.5094,101.1058,136.0002,2.1426,861.742,0.14666816
0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,6,0,14,-0.6286,93.1337,133.1668,2.1539,707.363,0.18644599
0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,8,0,12,-0.7478,85.1616,130.3334,2.1652,552.984,0.21197613
0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,10,0,10,-0.867,77.1895,127.5,2.1765,398.605,0.21866431
